Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.01     92.25     0.01                             rotr64 (blake2-impl.h:155 @ 996e)
  0.01     92.26     0.01                             rotr64 (blake2-impl.h:155 @ 99a2)
  0.01     92.27     0.01                             rotr64 (blake2-impl.h:155 @ 99f1)
  0.01     92.28     0.01                             rotr64 (blake2-impl.h:155 @ 9b47)
  0.01     92.29     0.01                             rotr64 (blake2-impl.h:155 @ 9b89)
  0.01     92.30     0.01                             rotr64 (blake2-impl.h:155 @ 9b93)
  0.01     92.31     0.01                             rotr64 (blake2-impl.h:155 @ 9bad)
  0.01     92.32     0.01                             rotr64 (blake2-impl.h:155 @ 9d4c)
  0.01     92.33     0.01                             rotr64 (blake2-impl.h:155 @ 9d80)
  0.01     92.34     0.01                             rs_appendflush (delta.c:309 @ 6249)
  0.01     92.35     0.01                             rs_block_match_cmp (sumset.c:76 @ 4823)
  0.01     92.36     0.01                             rs_block_sig_init (sumset.c:37 @ 46af)
  0.01     92.37     0.01                             rs_block_sig_ptr (sumset.c:106 @ 49c4)
  0.01     92.38     0.01                             rs_block_sig_ptr (sumset.c:105 @ 49c9)
  0.01     92.39     0.01                             rs_filebuf_free (buf.c:71 @ 5623)
  0.01     92.40     0.01                             rs_getinput (delta.c:209 @ 6250)
  0.01     92.41     0.01                             rs_infilebuf_fill (buf.c:93 @ 5653)
  0.01     92.42     0.01                             rs_infilebuf_fill (buf.c:121 @ 56ae)
  0.01     92.43     0.01                             rs_job_drive (job.c:160 @ 6922)
  0.01     92.44     0.01                             rs_job_iter (job.c:105 @ 6815)
  0.01     92.45     0.01                             rs_job_work (job.c:126 @ 678b)
  0.01     92.46     0.01                             rs_loadsig_s_magic (readsums.c:135 @ 7b65)
  0.01     92.47     0.01                             rs_loadsig_s_stronglen (readsums.c:104 @ 7cc1)
  0.01     92.48     0.01                             rs_loadsig_s_weak (readsums.c:69 @ 7b9a)
  0.01     92.49     0.01                             rs_outfilebuf_drain (buf.c:138 @ 5737)
  0.01     92.50     0.01                             rs_scoop_input (scoop.c:69 @ 80d7)
  0.01     92.51     0.01                             rs_scoop_input (scoop.c:102 @ 815e)
  0.01     92.52     0.01                             rs_scoop_input (scoop.c:93 @ 81b2)
  0.01     92.53     0.01                             rs_scoop_read (scoop.c:197 @ 82f8)
  0.01     92.54     0.01                             rs_scoop_readahead (scoop.c:153 @ 8251)
  0.01     92.55     0.01                             rs_scoop_readahead (scoop.c:153 @ 8265)
  0.01     92.56     0.01                             rs_scoop_readahead (scoop.c:179 @ 82be)
  0.01     92.57     0.01                             rs_signature_add_block (sumset.c:234 @ 467d)
  0.01     92.58     0.01                             rs_signature_add_block (sumset.c:243 @ 46be)
  0.01     92.59     0.01                             rs_suck_n4 (netint.c:114 @ 761f)
  0.01     92.60     0.01                             rs_suck_n4 (netint.c:114 @ 7627)
  0.01     92.61     0.01                             rs_suck_netint (netint.c:101 @ 75ae)
  0.01     92.62     0.01                             rs_suck_netint (netint.c:103 @ 75be)
  0.01     92.63     0.01                             rs_suck_netint (netint.c:104 @ 75cc)
  0.01     92.64     0.01                             rs_suck_netint (netint.c:107 @ 75f9)
  0.01     92.65     0.01                             rs_tube_catchup (tube.c:144 @ 83b6)
  0.01     92.66     0.01                             rs_tube_catchup (tube.c:156 @ 83c2)
  0.01     92.67     0.01  1049088     4.77     4.77  rs_scoop_input (scoop.c:68 @ 80c0)
  0.01     92.67     0.01  1048577     4.77     4.77  rs_delta_s_scan (delta.c:120 @ 5e50)
  0.01     92.68     0.01  1048576     4.77     4.77  rs_signature_add_block (sumset.c:228 @ 4630)
  0.01     92.68     0.01                             blake2b_compress (blake2b-ref.c:200 @ 87a1)
  0.01     92.69     0.01                             blake2b_compress (blake2b-ref.c:200 @ 88b9)
  0.01     92.69     0.01                             blake2b_compress (blake2b-ref.c:201 @ 88e7)
  0.01     92.70     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a64)
  0.01     92.70     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a96)
  0.01     92.71     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8b86)
  0.01     92.71     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8bac)
  0.01     92.72     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8c68)
  0.01     92.72     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8ca7)
  0.01     92.73     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8cb1)
  0.01     92.73     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8d12)
  0.01     92.74     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8d9a)
  0.01     92.74     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8e4f)
  0.01     92.75     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8e59)
  0.01     92.75     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8ecd)
  0.01     92.76     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8f2b)
